,playlist_genre,playlist_subgenre,playlist_id,playlist_name,playlist_owner,playlist_description,playlist_numtracks
2zXtBMAyLQ0ETJrzKTJvtc,pop,alt z,2zXtBMAyLQ0ETJrzKTJvtc,Alte Lieder alte Zeiten🤠 (2000-2010),user,Lieder zum Mitsingen aus den 2000ern (Deutsch &amp; Englisch),415
6xjecZpyEPH6XdVyBeWUP5,country,country dawn,6xjecZpyEPH6XdVyBeWUP5,Best of POV: Indie,user,"The most popular POV: Indie songs on Spotify • Featuring girl in red, Eyedress, Men I Trust, Dominic Fike, JVKE, Beach House, Clairo, Rainbow Kitten Surprise, The Living Tombstone, Alex G, Dayglow, The Neighbourhood, Cavetown, Rex Orange County, Mother Mother, Phoebe Bridgers &amp; Mitski • By volt.fm",96
2dsrnNIpBkKxl5so5prscL,pop,alt z,2dsrnNIpBkKxl5so5prscL,Alte Lieder zum mitsingen🎤🎶,user,,96
4EkOpemfjhLHQCm4bAFtUr,pop,alt z,4EkOpemfjhLHQCm4bAFtUr,Intro to Alt Z,user,"An attempted algorithmic introduction to Alt Z based on math and listening data from the Large Genre Collider. For even more, check out <a href=""spotify:playlist:6TySxsLwRVYqEh7LZ6fyq8"">The Sound of Alt Z</a>.",50
1jJsSR0PkGcmpjApq8RHfr,pop,alt z,1jJsSR0PkGcmpjApq8RHfr,Alte Lieder Alte Zeiten,user,Eine gute Mischung aus 2000ern.,232
2jpTRxj3PjTEJ0leCCo5Ky,pop,alt z,2jpTRxj3PjTEJ0leCCo5Ky,Alte Lieder zum Viben :),user,,184
37i9dQZF1EIcX5TNqz5Yy3,jazz,movie tunes,37i9dQZF1EIcX5TNqz5Yy3,Otacore Mix,spotify,Otacore music picked just for you,50
5UT2ov4FUuhrXOF1gJXtig,pop,alt z,5UT2ov4FUuhrXOF1gJXtig,Regen zum Einschlafen – Regengeräusche als Alternative zu Einschlafmusik und Entspannungsmusik,user,Regengeräusche ohne Musik: Naturgeräusche in Form von Regen eignen sich perfekt als Einschlafhilfe für jedes Alter. So wird auch dein Baby einschlafen. Regen zur Entspannung lindert auch Tinnitus.,406
37i9dQZF1EIdn3zFJhm9CN,pop,alt z,37i9dQZF1EIdn3zFJhm9CN,Alternative Pop Mix,spotify,Alternative Pop music picked just for you,50
3MBuaPlLuMxNe8CqtQ4XjO,pop,alt z,3MBuaPlLuMxNe8CqtQ4XjO,Nimo (alte zeiten),user,,35
7kQHV0mq0m2kfP9uSEjpnn,pop,alt z,7kQHV0mq0m2kfP9uSEjpnn,⛓Breed Me Harder⛓,user,,31
663n7LXjeImprG4UqGzn6L,pop,alt z,663n7LXjeImprG4UqGzn6L,"Altató, relax zene",user,,10
37i9dQZF1EIhAJdp2FygdH,r&b,contemporary r&b,37i9dQZF1EIhAJdp2FygdH,Dark R&B Mix,spotify,Dark R&B music picked just for you,50
3Q9p7n1qDyiyVaUQRcUyWa,pop,alt z,3Q9p7n1qDyiyVaUQRcUyWa,Guten alten Technobase.fm zeiten,user,,93
6IdK04I2dvBQhz2dhFTyLL,pop,alt z,6IdK04I2dvBQhz2dhFTyLL,the title of this playlist got censored 🫡,user,you already know whats going on,23
34aaXOFdO519qe6S5eMUwI,pop,alt z,34aaXOFdO519qe6S5eMUwI,Music Zone Alternative,user,"Get spacy, with these alternative tunes",48
3ByKGRaNhQrtrvuGdjQ2Vf,pop,alt z,3ByKGRaNhQrtrvuGdjQ2Vf,The Sound of pov: indie,user,"See also <a href=""spotify:playlist:4xh3TBsdqRIW0cC05bFVOY"">Intro</a>, <a href=""spotify:playlist:0Wxr55RWeMlo8rKPWVvtZM"">Pulse</a>, <a href=""spotify:playlist:23UWsqRcqIL0TDntjjy5Uk"">Edge</a>, <a href=""spotify:playlist:19D0yCdhRDbtIdnxoAV6PY"">♀Filter</a> or <a href=""spotify:playlist:1YxDuubK0XUuyg9nUrKVNw"">2023</a>; or the Sounds of <a href=""spotify:playlist:1aYiM4zLmBuFq0Fg6NQb6a"">Indie Pop</a>, <a href=""spotify:playlist:5HufsVvMDoIPr9tGzoJpW0"">Modern Rock</a>, <a href=""spotify:playlist:339zjWDksACL7sNs2UehlX"">Bedroom Pop</a>, <a href=""spotify:playlist:0t85wrZwJdkmcL015OytYz"">Pixel</a>, <a href=""spotify:playlist:0C1hLm2vFuQgqMnjv31lBK"">LA Indie</a>, <a href=""spotify:playlist:2p0LqJK2o0uCq2COZJyhls"">Latin Christian</a>, <a href=""spotify:playlist:4QzAu8shfIvzsvhJiAVI2K"">Albanian Rock</a>, <a href=""spotify:playlist:3PMlHfN3H3GmOcTgEcGwJT"">Modern Alternative Rock</a>, <a href=""spotify:playlist:5zOMhOIxrxt9ImR2I9q06R"">Panamanian Indie</a> or <a href=""spotify:playlist:0LIRzPCFAI0uaKNyYMeWBq"">Fremantle Indie</a>; or much more at <a href=""http://everynoise.com"">everynoise.com</a>.",395
4Rsr67ENuleRJvPvGp5Wwp,pop,alt z,4Rsr67ENuleRJvPvGp5Wwp,Alte Lieder zum mitfühlen🕺🏼,user,Die besten Lieder aus der Kindheit zum abdancen&#x2F;Keine Trash Lieder,186
37i9dQZF1EQoqCH7BwIYb7,r&b,uk contemporary r&b,37i9dQZF1EQoqCH7BwIYb7,R&B Mix,spotify,"<a href=spotify:playlist:37i9dQZF1EIXCPU9J8mHpI>Chris Brown</a>, <a href=spotify:playlist:37i9dQZF1EIXO2BWVzsGss>Miguel</a>, <a href=spotify:playlist:37i9dQZF1EIUDyKrs1BxkS>PARTYNEXTDOOR</a> and more",50
7s17jTD83GgeKajAMogIen,r&b,r&b,7s17jTD83GgeKajAMogIen,R&B Throwbacks 90s & 00s,user,The Best RNB Throwbacks from the 90s and the 00s. Enjoy💫,298
7vSUcrV5YqlKOU9b095RJE,r&b,r&b,7vSUcrV5YqlKOU9b095RJE,r&b,user,for inquiries pls email: hannah@craftplaylists.com &#x2F; this playlist is for those slow vibes &#x2F; featuring Kehlani,47
3uJMbKwIJBIS6WzqAzD3qu,r&b,r&b,3uJMbKwIJBIS6WzqAzD3qu,r&b/soul 🌇🪴,user,"| Curated by: @reverie.rcrds | ~ sza, brent faiyaz, h.e.r, kehlani, drake, giveon, etc. + new &amp; upcoming artists",222
37i9dQZF1DX4ELVW61Sklr,r&b,r&b,37i9dQZF1DX4ELVW61Sklr,R&B Christmas,spotify,"A collection of R&B, Soul and Gospel flavored Christmas songs for the holidays.",75
37i9dQZF1EIfeeY1Nyg89M,r&b,r&b,37i9dQZF1EIfeeY1Nyg89M,Chill R&B Mix,spotify,Chill R&B music picked just for you,50
76MuWc140iE4F1M07XTjuH,r&b,r&b,76MuWc140iE4F1M07XTjuH,2000s R&B Love Songs,user,Baby you should let me love you,102
1vsgrjcg1NsnuArg9LmDhe,r&b,r&b,1vsgrjcg1NsnuArg9LmDhe,R&b 🎀,user,"With Also POP, afro, soul,… ",306
37i9dQZF1EIfosbtNXqDgK,r&b,r&b,37i9dQZF1EIfosbtNXqDgK,Love R&B Mix,spotify,Love R&B music picked just for you,50
37i9dQZF1DWUzFXarNiofw,r&b,uk contemporary r&b,37i9dQZF1DWUzFXarNiofw,R&B Weekly,spotify,"The newest r&b drops, every week. Cover: Tyla",175
2T3BSpqN34Z4sppHDNWoeE,r&b,r&b,2T3BSpqN34Z4sppHDNWoeE,"R&B Classics  90s & 2000s - Best Old School RnB Hits Playlist - Usher, Chris Brown, Ne-Yo, Mario",user,"90s-00s Rnb Classics - Best r&amp;b Music - Best Rnb Love Songs of All Time - R&amp;b All Time Favorites / Favourites - Best of Neyo, Usher, Chris Brown, Ne-Yo, Sisqo, Craig David, Mario, Nelly, Akon, Mariah Carey, Boyz II Men",146
37i9dQZF1EIcMbGxNGUuZo,jazz,soul,37i9dQZF1EIcMbGxNGUuZo,R&B Soul Mix,spotify,R&B Soul music picked just for you,50
37i9dQZF1DX7FY5ma9162x,r&b,r&b,37i9dQZF1DX7FY5ma9162x,R&B Favourites,spotify,The tracks you can put on repeat all day. Cover: Tyla 💦 ,100
37i9dQZF1EIcpx4EgCbll4,r&b,r&b,37i9dQZF1EIcpx4EgCbll4,R&B and Hip Hop Mix,spotify,R&B and Hip Hop music picked just for you,50
37i9dQZF1DX4SBhb3fqCJd,r&b,uk contemporary r&b,37i9dQZF1DX4SBhb3fqCJd,RNB X,spotify,Where R&B lives. Cover: Beyoncé,50
4h9dvquufDVDyGuYRHeu73,r&b,r&b,4h9dvquufDVDyGuYRHeu73,2000 R&B Hits - Top R&B 2000s Songs (R&B 00s Popular Songs),user,Find our playlist with these keywords: 2000 r&amp;b songs - best r&amp;b 2000s - r&amp;b hits 2000 - top r&amp;b song 2000 - 2000s r&amp;b hits - r&amp;b 00s songs - 00s r&amp;b top - r&amp;b 2000 playlist - popular r&amp;b 2000s - top r&amp;b songs 2000 - 2000 r&amp;b music - best of 2000 r&amp;b - 2000s r&amp;b jams - r&amp;b songs from 2000,150
37i9dQZF1DX04mASjTsvf0,r&b,r&b,37i9dQZF1DX04mASjTsvf0,R&B Classics,spotify,Throw it back with these classic R&B jams. Cover: Destiny's Child,100
37i9dQZF1DX2hNQN2Fv6Cy,r&b,r&b,37i9dQZF1DX2hNQN2Fv6Cy,R&B Classics Party,spotify,"90's & 00's party jams with Aaliyah, Justin Timberlake, Destiny's Child and Usher.",150
1KwEY91x7R1InzrLGSvwGF,r&b,r&b,1KwEY91x7R1InzrLGSvwGF,OLDSCHOOL R&B,user,Collaborative R&amp;B playlist with Tessa x,520
37i9dQZF1DX2WkIBRaChxW,r&b,alternative r&b,37i9dQZF1DX2WkIBRaChxW,R&B Right Now,spotify,"What's happening in R&B, right now – featuring Sean Leon & Jessie Reyez.",75
2yErHwW3rFeEtrhlGV3Zol,r&b,r&b,2yErHwW3rFeEtrhlGV3Zol,R&B Christmas Music,user,,47
37i9dQZF1DWUbo613Z2iWO,r&b,r&b,37i9dQZF1DWUbo613Z2iWO,R&B Rising,spotify,R&B of the moment by the artists of the future. Cover: Josh Levi,115
5tSbO6M5AT7r91ytDd4nNP,r&b,r&b,5tSbO6M5AT7r91ytDd4nNP,R&B Hits,user,hot best RNB r&amp;b songs of 2023 most popular trending today chill rnb music viral top 100 hottest pop rap mix latest neo soul contemporary sensual sensual rnb sexplaylist sex sexx r&amp;bplaylist rnb playlist rnbvibes rnb vibes  ,305
3JODOAqoApc0PUIyaewbZN,hip hop,urban contemporary,3JODOAqoApc0PUIyaewbZN,Urban Contemporary,user,,237
6qm25ncYRw2ymgCiLw9Y8n,hip hop,urban contemporary,6qm25ncYRw2ymgCiLw9Y8n,Urban Contemporary Gospel Playlist,user,,662
37i9dQZF1DWViBxWcYEI1b,country,contemporary country,37i9dQZF1DWViBxWcYEI1b,Contemporary Blend,spotify,For those with a taste for both the new and the classic. Cover: Jamie Fine,100
37i9dQZF1EIdBU6MHs16WK,hip hop,urban contemporary,37i9dQZF1EIdBU6MHs16WK,Contemporary R&B Mix,spotify,Contemporary R&B music picked just for you,50
09r0sQs7a1S23FGB64TfbB,hip hop,urban contemporary,09r0sQs7a1S23FGB64TfbB,"Christian Bluegrass, Folk, Americana, Urban, Contemporary Gospel",user,,155
37i9dQZF1DX1nqy6pUAoUv,country,contemporary country,37i9dQZF1DX1nqy6pUAoUv,Contemporary Folk,spotify,New music and recent favorites from rising and iconic songsmiths and storytellers. Cover: Rhiannon Giddens,100
1yWMJsBqnbLgV4rpYB8EZ4,hip hop,urban contemporary,1yWMJsBqnbLgV4rpYB8EZ4,Urban contemporary ,user,,39
6qhX8g5pVJhzoYoEpXidcF,hip hop,urban contemporary,6qhX8g5pVJhzoYoEpXidcF,Gospel Worship 2023,user,"Gospel Music, Contemporary Gospel Songs, Urban Worship, and Black Gospel Praise And Worship featuring Travis Greene Made A Way, Tasha Cobbs Break Every Chain, Israel and the New Breed, and more on the Gospel Playlist!",69
37i9dQZF1DZ06evO2iPzK8,hip hop,urban contemporary,37i9dQZF1DZ06evO2iPzK8,This Is Urban Cone,spotify,"This is Urban Cone. The essential tracks, all in one playlist.",39
37i9dQZF1EIdtyuBaWzxzV,hip hop,urban contemporary,37i9dQZF1EIdtyuBaWzxzV,Adult Contemporary Mix,spotify,Adult Contemporary music picked just for you,50
0gwySq0QJ2SDIOFT6lsKPH,hip hop,urban contemporary,0gwySq0QJ2SDIOFT6lsKPH,urban contemporary,user,,400
37i9dQZF1DZ06evO12I2hW,hip hop,urban contemporary,37i9dQZF1DZ06evO12I2hW,This Is Urban Cookie Collective,spotify,"This is Urban Cookie Collective. The essential tracks, all in one playlist.",21
1Cc3QfQxVzdSjmUflq6M2Y,hip hop,urban contemporary,1Cc3QfQxVzdSjmUflq6M2Y,Trap & Flow Terrace,user,"Experience the trap beats and smooth flows that define the contemporary hip-hop scene, creating an urban vibe.",24
2y71pVAu9TRYQxURkgH01M,hip hop,urban contemporary,2y71pVAu9TRYQxURkgH01M,Urban Contemporary,user,,114
37i9dQZF1EIdPTon1xDYIc,hip hop,southern hip hop,37i9dQZF1EIdPTon1xDYIc,Southern Hip Hop Mix,spotify,Southern Hip Hop music picked just for you,50
0ckIdovY10leP47AWOQUvD,hip hop,urban contemporary,0ckIdovY10leP47AWOQUvD,Urban Contemporary ,user,Afropop - Hip-hop - R&amp;B - Urban,90
75QC5TagbFkDNUjQFGM5KC,hip hop,urban contemporary,75QC5TagbFkDNUjQFGM5KC,urban contemporary,user,,75
1qGm2RbUGJMhXrdA7OZ6rk,hip hop,urban contemporary,1qGm2RbUGJMhXrdA7OZ6rk,Urban Contemporary & Soulful,user,,57
4Gc9TFxlqmoe50m9Yy78ei,hip hop,urban contemporary,4Gc9TFxlqmoe50m9Yy78ei,Top Urban Underground,user,"This playlist features Adult Contemporary Hip Hop, Rap &amp; R&amp;B music. As The golden era of Hip Hop was a special moment  &amp; considered the highest peak of Urban Underground music. Relive the moment with songs from current &amp; legendary Artist. Like, Save &amp; Share your new favorites!",91
7AlIgSGwhRmz1j63ENAM6i,hip hop,urban contemporary,7AlIgSGwhRmz1j63ENAM6i,Urban Contemporary/R&B,user,,155
37i9dQZF1EIe9A43qKTjbF,hip hop,urban contemporary,37i9dQZF1EIe9A43qKTjbF,Soft Bedroom Pop Mix,spotify,Soft Bedroom Pop music picked just for you,50
5ebifCJn1CmVMCSJNdfftM,hip hop,urban contemporary,5ebifCJn1CmVMCSJNdfftM,Urban Contemporary R&B ,user,,51
37i9dQZF1EId60neqvOcFr,hip hop,urban contemporary,37i9dQZF1EId60neqvOcFr,Chill Bedroom Pop Mix,spotify,Chill Bedroom Pop music picked just for you,50
37i9dQZF1EIe6SdlbW9VKP,r&b,contemporary r&b,37i9dQZF1EIe6SdlbW9VKP,Contemporary R&B Soul Mix,spotify,Contemporary R&B Soul music picked just for you,50
37i9dQZF1DXcSC8oOed07w,r&b,uk contemporary r&b,37i9dQZF1DXcSC8oOed07w,RNB X Presents Best R&B Songs of 2023,spotify,Editor's picks:  The best R&B songs of 2023.  Cover: SZA,52
3LiqOuOuKg712yGq65Zfd8,r&b,contemporary r&b,3LiqOuOuKg712yGq65Zfd8,Contemporary R&B,user,favess,242
7sRD6dDvGjiWa5oAVtRo9R,r&b,contemporary r&b,7sRD6dDvGjiWa5oAVtRo9R,Contemporary R&B with a 2000's Feel,user,newer r&amp;b songs with the vibe of 2000’s r&amp;b,23
5e0K2uCGdwrW5ZnHDrh1be,r&b,contemporary r&b,5e0K2uCGdwrW5ZnHDrh1be,Contemporary R&B,user,"SZA, Giveon, Bryson Tiller, Summer Walker, Frank Ocean, Teyana Taylor, H.E.R, Kehlani, Jhene Aiko, Ella Mai, Victoria Monet, Tyler the Creator, Daniel Caesar, Brent Faiyaz, Jorja Smith, Sonder, Drake, TEMS, Solange, Light Skin Bieber",304
2NRqXc4wrQeUAj7FL1IS3U,r&b,contemporary r&b,2NRqXc4wrQeUAj7FL1IS3U,Contemporary R&B,user,"The best R&amp;B songs in 2023 ft Lucky Daye, Pink Sweat$, Yung Bleu, Ty Dolla $ign, Yo Trane, and similar! (Updated: 22 Nov) @emgplaylists | Cover: Chris Brown",71
37i9dQZF1DWVYxTSK0RENg,r&b,contemporary r&b,37i9dQZF1DWVYxTSK0RENg,Are & Be Presents Best R&B Songs of 2020,spotify,Cover: Jhene Aiko,48
4BUmWtByLRpdEYomlLTiXi,r&b,contemporary r&b,4BUmWtByLRpdEYomlLTiXi,contemporary r&b,user,for the late night drives; sit back and fall in love.,493
3bwWBNcEzExPnAlLv4RhI7,r&b,contemporary r&b,3bwWBNcEzExPnAlLv4RhI7,R&B - classics and contemporary gold,user,"Megan Thee Stallion, Michael Jackson, Chris Brown, Alicia Keys, Mariah Carey, Pitbull, Trey Songz, John Legend, Destiny&#x27;s Child, Ty Dolla $ign, Jhené Aiko, Miguel, Ella Mai, T-Pain, Keith Washington, Mesto, Erykah Badu, Tinashe, Luke James, ",195
37i9dQZF1EIexsg7Bv3AMD,r&b,contemporary r&b,37i9dQZF1EIexsg7Bv3AMD,90s Contemporary R&B Mix,spotify,90s Contemporary R&B music picked just for you,50
08cdGwQLSYRdoxRJZ0L2Px,r&b,contemporary r&b,08cdGwQLSYRdoxRJZ0L2Px,"R&B/Soul Classics: 70’s, 80’s, 90’s",user,"Contemporary R&amp;B, Soul, Quiet Storm, Funk, Synth-Funk, Disco, Post-disco, New Jack Swing, Hip Hop-Soul",360
0HkfotJOlSk04OXwly1RYV,r&b,contemporary r&b,0HkfotJOlSk04OXwly1RYV,Starbucks Soul R&B Hip-Hop,user,"A playlist covering three of our favorite genres, filled with throwback jams and contemporary gems.",210
2GhtZrHcUX6iQ1SF4Szpuk,r&b,alternative r&b,2GhtZrHcUX6iQ1SF4Szpuk,🍄Alternative R&B🍄,user,,1136
08f0qGSdHt7ovuL2PeMtUf,r&b,contemporary r&b,08f0qGSdHt7ovuL2PeMtUf,R&B Contemporary,user,,43
37i9dQZF1EIcs5bLcRl3Zq,rock,heartland rock,37i9dQZF1EIcs5bLcRl3Zq,Canadian Contemporary R&B Mix,spotify,Canadian Contemporary R&B music picked just for you,50
5Ntxkiqd4TfHOxFqD6r66n,r&b,contemporary r&b,5Ntxkiqd4TfHOxFqD6r66n,Contemporary RnB,user,,212
1AnCjruVjjLC2dcAOK24yz,r&b,contemporary r&b,1AnCjruVjjLC2dcAOK24yz,Contemporary R&B,user,,254
4s4DgsFoKoeQz6fETNsmkM,r&b,contemporary r&b,4s4DgsFoKoeQz6fETNsmkM,"contemporary r&b, alternative r&b, neo-soul, pop rap, trap, trap soul",user,,778
37i9dQZF1EIeOFWezvQuOO,r&b,neo soul,37i9dQZF1EIeOFWezvQuOO,Neo Soul Mix,spotify,Neo Soul music picked just for you,50
37i9dQZF1DX8MbMfAHb8U0,r&b,neo soul,37i9dQZF1DX8MbMfAHb8U0,I Love My Neo-Soul,spotify,The tracks that you love from the artists you love. Cover: Erykah Badu,99
22bHthCMLeliClVp3j2Hiu,r&b,neo soul,22bHthCMLeliClVp3j2Hiu,NEO SOUL & CHILL,user,,440
0aBAXDN2oiizHCLpYlDH9u,r&b,neo soul,0aBAXDN2oiizHCLpYlDH9u,NEO-SOUL,user,"Neo-soul is a genre of music that emerged in the late 1990s as a fusion of classic soul, R&amp;B, jazz, and hip-hop. It is characterized by its use of organic instrumentation, complex harmonies, and socially conscious lyrics.",160
37i9dQZF1DZ06evO2Eg10Y,r&b,neo soul,37i9dQZF1DZ06evO2Eg10Y,This Is Neo Sohl,spotify,"This is Neo Sohl. The essential tracks, all in one playlist.",50
4F3xAxHxeBwXhK6k6GPnrW,r&b,neo soul,4F3xAxHxeBwXhK6k6GPnrW,Neo-Soul / Soulful R&B,user,Enjoy smooth sounds of music from the soul.,127
37i9dQZF1DZ06evO4zixGN,r&b,neo soul,37i9dQZF1DZ06evO4zixGN,This Is Neoul,spotify,"This is Neoul. The essential tracks, all in one playlist.",50
5m6QivPVCbicHqmDKcwryf,r&b,neo soul,5m6QivPVCbicHqmDKcwryf,NEO:SOUL OASIS✨🪴,user,Neo soul bliss,56
5QNfud346uslUlQCYvAhse,r&b,neo soul,5QNfud346uslUlQCYvAhse,Neo Soul,user,"Alicia Keys, Amy Winehouse, Frank Ocean, John Legend, Kelly Rowland, Mary J. Blige, Toni Braxton, Keyshia Cole, Janet Jackson, Sade, Emeli Sandé, Erykah Badu, Daniel Caesar, Robin Thicke, Various Artists, Ms. Lauryn Hill, Kendra Ross, Tony! Toni! Toné!, LION BABE, Dave Hollister, Nipsey Hussle, Mayer Hawthorne, Leela James, Jamie Cullum, Joy Denalane",168
5Ozdwu0TQIpN7qAie37Aa0,r&b,neo soul,5Ozdwu0TQIpN7qAie37Aa0,NEO SOUL/FUNK/JAZZ,user, Coined by music industry entrepreneur Kedar Massenburg during the late 1990s to market and describe a style of music that emerged from soul and contemporary R&amp;B ,330
37i9dQZF1EIf91WLczeQnf,r&b,neo soul,37i9dQZF1EIf91WLczeQnf,90s Neo Soul Mix,spotify,90s Neo Soul music picked just for you,50
0r5ojPhjqGVq21oQR13UJy,r&b,neo soul,0r5ojPhjqGVq21oQR13UJy,NEO SOUL GUITAR,user,Contact on IG: @simonplaysguitar,104
37i9dQZF1EIhQKLj8ZSeVi,r&b,neo soul,37i9dQZF1EIhQKLj8ZSeVi,Chill Neo Soul Mix,spotify,Chill Neo Soul music picked just for you,50
2SN9EmicKje8tN6boleakO,r&b,neo soul,2SN9EmicKje8tN6boleakO,Neo Soul Guitar Instrumental,user,,181
43T4GKQDYsGiJj8EsoXNWs,r&b,neo soul,43T4GKQDYsGiJj8EsoXNWs,NEO SOUL INSTRUMENTALS,user,,111
6Oz1Laun78ITW84ZSsG4n2,r&b,neo soul,6Oz1Laun78ITW84ZSsG4n2,Neosoul/R&B from 90's & 2000's,user,,285
4ofqR0tifchpEKuu8WFh3w,r&b,neo soul,4ofqR0tifchpEKuu8WFh3w,NEO SOUL: 1995-2005,user,"Neo Soul is a meeting point between Hip-hop, Soul, RNB &amp; Jazz that saw it&#x27;s golden age from the mid 90s to the mid 00s, so I&#x27;ve focussed on that decade. There were of course great tunes before and many since but I&#x27;ll save those for other playlists. I&#x27;ve combined the classics with personal highlights",60
4965ltgJR2YfHbAMwFghoL,r&b,neo soul,4965ltgJR2YfHbAMwFghoL,"Neo Soul Lofi 🌿 Smooth Beats To Chill, Study, Work To (Lofi Mix)",user,,13
37i9dQZF1DX44dZ4p5QLf4,r&b,neo soul,37i9dQZF1DX44dZ4p5QLf4,Next Wave Soul,spotify,A blend of new songs and artists in the soul space. Cover: vAn,84
78RRvktrPMSqAoCI21mNOe,r&b,neo soul,78RRvktrPMSqAoCI21mNOe,Neo Soul Music ,user,,156
7upuvFli1bmJ5WfJxWENOh,r&b,neo soul,7upuvFli1bmJ5WfJxWENOh,NEW NEO SOUL,user,,94
2YNBEOcgdF93IaZcnUkuge,r&b,neo soul,2YNBEOcgdF93IaZcnUkuge,Neo Soulful✨,user,Listen as your spirit floats to the Neo Soul realm,311
5HguGZfAwyguorkpTlO8Xm,r&b,neo soul,5HguGZfAwyguorkpTlO8Xm,Neo-Soul Christian ,user,Guard your heart above all else….Hope you enjoy this playlist 🫶🏾 ( I recommend to listen to this playlist in Shuffle),225
5KS2wAGadiF0LadNRC8kk9,r&b,neo soul,5KS2wAGadiF0LadNRC8kk9,Smooth NeoSoul R&B,user,"For the grown, sexy, and mature. Slow down and enjoy the ride.",319
37i9dQZF1EId1IughCfQx8,r&b,alternative r&b,37i9dQZF1EId1IughCfQx8,Alternative Indie R&B Mix,spotify,Alternative Indie R&B music picked just for you,50
37i9dQZF1DWSfMe9z89s9B,r&b,uk contemporary r&b,37i9dQZF1DWSfMe9z89s9B,Vanguard,spotify,Leaders of the new school...Alternative R&B. Cover: Sean Leon & Jessie Reyez,150
0BlpA7icVhDAuLh1CNRinK,r&b,alternative r&b,0BlpA7icVhDAuLh1CNRinK,Alternative R&B & Soul Vibes ,user,The new era of R&amp;B. ,1680
1uGdwYfhQxkoPiG2jGutIm,r&b,alternative r&b,1uGdwYfhQxkoPiG2jGutIm,alternative r&b,user,,40
37i9dQZF1DX9GRpeH4CL0S,r&b,alternative r&b,37i9dQZF1DX9GRpeH4CL0S,Essential Alternative,spotify,The greatest Alternative Rock songs through the decades. Cover: The Killers,225
37i9dQZF1EIe2UMmTeLlFf,r&b,alternative r&b,37i9dQZF1EIe2UMmTeLlFf,Alternative R&B Pop Mix,spotify,Alternative R&B Pop music picked just for you,50
4Kl8besUBlLPL5WKTpJrQE,r&b,alternative r&b,4Kl8besUBlLPL5WKTpJrQE,🦋 Alternative R&B 🦋,user,UMI . Alina Baraz . H.E.R . Raveena . Khalid . Joyce Wrice . Brent Faiyaz . Jhene Aiko . Giveon . Lucky Daye .  Jorja Smith . Sabrina Claudio . Mereba . Ari Lennox . SiR . Kaash Paige . Ama Lou . Mac Ayres . Yuna . Nao . Smino . Saba . Mahalia . Cleo Sol . Maria Isabel . Syd . Alex Isley . Yeek,943
37i9dQZF1DWXMg4uP5o3dm,r&b,alternative r&b,37i9dQZF1DWXMg4uP5o3dm,Alternative Beats,spotify,alternative meets electronic Cover: Layto,100
37i9dQZF1EIgAO4EVmVd4C,r&b,alternative r&b,37i9dQZF1EIgAO4EVmVd4C,Indie R&B Mix,spotify,Indie R&B music picked just for you,50
6RNCeHlalZz8uCMksAWBeH,r&b,alternative r&b,6RNCeHlalZz8uCMksAWBeH,Alternative R&B 2023,user,,32
37i9dQZF1DX3ORvAIr1RbU,hip hop,hip hop,37i9dQZF1DX3ORvAIr1RbU,Hip Hop + R&B FM,spotify,Hip Hop and R&B to soundtrack your life.,100
7ulv0S71dLj4VIyn9fTOmn,r&b,alternative r&b,7ulv0S71dLj4VIyn9fTOmn,NEO SOUL + ALTERNATIVE R&B,user,Music that nourishes your soul,130
2oaQEZic3E7kUWYZ3cxfv0,r&b,alternative r&b,2oaQEZic3E7kUWYZ3cxfv0,Alternative R&B / Neo Soul / Funk & Hip-Hop/ Daniel Caesar ,user,"Hip-hop + Alternative Rnb + Neo Soul : Anderson .Paak, Mac Ayres, SZA, Tyler, The Creator. IG: @killmypride_",739
0a2IRSGV8pSUNkTExkoiix,r&b,alternative r&b,0a2IRSGV8pSUNkTExkoiix,Alt & B ,user,"Collection of alternative R&amp;B songs over the last few years. New songs added weekly, hit shuffle &amp; discover some new",910
37i9dQZF1DXcKHVXMYcCuJ,r&b,alternative r&b,37i9dQZF1DXcKHVXMYcCuJ,Alternative Rock's Most Precious Gems,spotify,Gotta catch 'em all.,150
